time(d)	tt(dd)	plant#	strip#	row#	pos#	species	weed	age(dd)	age(days)	nrBranches	leafArea(m2)	fpar	accumulated PAR(mol)	rfr	biom(mg)	yield(mg)	leafMass(mg)	stemMass(mg)	rootMass(mg)	shootRootRatio(mg)	aboveBiom(mg)	Nsource(mg)	Total N uptake(mg)	Root length(m)	Plant height	Nphoto(mg)	Nstem(mg)	Ngrain(mg)	Nroots(mg)	
2	40.915498833263186	1	1	1	1	9	0	40.915498833263186	2.0	0	0.0	0.0	0.0	1.2	275.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2	40.915498833263186	2	1	1	2	9	0	40.915498833263186	2.0	0	0.0	0.0	0.0	1.2	275.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2	32.915498833263186	3	2	1	1	16	0	32.915498833263186	2.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2	32.915498833263186	4	2	1	2	16	0	32.915498833263186	2.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2	20.436881958578915	5	3	1	1	9	0	20.436881958578915	1.0	0	0.0	0.0	0.0	1.2	260.37730871726245	0.0	0.0	0.0	22.940224254725802	0.0	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2	40.915498833263186	6	3	1	2	9	0	40.915498833263186	2.0	0	0.0	0.0	0.0	1.2	275.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2	32.915498833263186	7	4	1	1	16	0	32.915498833263186	2.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2	32.915498833263186	8	4	1	2	16	0	32.915498833263186	2.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2	40.915498833263186	9	5	1	1	9	0	40.915498833263186	2.0	0	0.0	0.0	0.0	1.2	275.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2	40.915498833263186	10	5	1	2	9	0	40.915498833263186	2.0	0	0.0	0.0	0.0	1.2	275.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2	32.915498833263186	11	6	1	1	16	0	32.915498833263186	2.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2	32.915498833263186	12	6	1	2	16	0	32.915498833263186	2.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
3	61.310182292266525	1	1	1	1	9	0	61.310182292266525	3.0	0	0.0	0.0	0.0	1.2	275.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
3	61.310182292266525	2	1	1	2	9	0	61.310182292266525	3.0	0	0.0	0.0	0.0	1.2	275.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
3	49.310182292266525	3	2	1	1	16	0	49.310182292266525	3.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
3	49.310182292266525	4	2	1	2	16	0	49.310182292266525	3.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
3	40.831565417582254	5	3	1	1	9	0	40.831565417582254	2.0	0	6.615765019942768E-4	0.0	0.0	1.2	214.69803738348952	0.0	38.301797483879184	0.0	68.15448276498051	0.5619850071484895	38.301797483879184	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
3	20.39468345900334	6	3	1	2	9	0	20.39468345900334	1.0	0	0.0	0.0	0.0	1.2	260.42578208797613	0.0	0.0	0.0	22.84612888804625	0.0	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
3	49.310182292266525	7	4	1	1	16	0	49.310182292266525	3.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
3	49.310182292266525	8	4	1	2	16	0	49.310182292266525	3.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
3	20.39468345900334	9	5	1	1	9	0	20.39468345900334	1.0	0	0.0	0.0	0.0	1.2	260.42578208797613	0.0	0.0	0.0	22.84612888804625	0.0	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
3	20.39468345900334	10	5	1	2	9	0	20.39468345900334	1.0	0	0.0	0.0	0.0	1.2	260.42578208797613	0.0	0.0	0.0	22.84612888804625	0.0	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
3	49.310182292266525	11	6	1	1	16	0	49.310182292266525	3.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
3	49.310182292266525	12	6	1	2	16	0	49.310182292266525	3.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
4	20.352038805382733	1	1	1	1	9	0	20.352038805382733	1.0	0	0.0	0.0	0.0	1.2	260.4746679265505	0.0	0.0	0.0	22.75123284846066	0.0	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
4	81.66222109764925	2	1	1	2	9	0	81.66222109764925	4.0	0	0.0	0.0	0.0	1.2	275.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
4	65.66222109764925	3	2	1	1	16	0	65.66222109764925	4.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
4	65.66222109764925	4	2	1	2	16	0	65.66222109764925	4.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
4	61.18360422296499	5	3	1	1	9	0	61.18360422296499	3.0	0	0.0015874810386003902	0.005999020507393297	0.060079375551961973	1.1905597190511206	192.2560954341256	0.0	91.90679697160154	0.0	100.34929846252405	0.9158688538906388	91.90679697160154	1.0E-4	0.0	0.0	0.0	0.0013231530039885535	0.0	0.0	0.0	
4	40.74672226438607	6	3	1	2	9	0	40.74672226438607	2.0	0	6.588713015001611E-4	0.0	0.0	1.2	214.92257953673246	0.0	38.14518061316722	0.0	67.8742639184218	0.5619977059200816	38.14518061316722	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
4	65.66222109764925	7	4	1	1	16	0	65.66222109764925	4.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
4	65.66222109764925	8	4	1	2	16	0	65.66222109764925	4.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
4	40.74672226438607	9	5	1	1	9	0	40.74672226438607	2.0	0	6.588713015001611E-4	0.0	0.0	1.2	214.92257953673246	0.0	38.14518061316722	0.0	67.8742639184218	0.5619977059200816	38.14518061316722	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
4	40.74672226438607	10	5	1	2	9	0	40.74672226438607	2.0	0	6.588713015001611E-4	0.0	0.0	1.2	214.92257953673246	0.0	38.14518061316722	0.0	67.8742639184218	0.5619977059200816	38.14518061316722	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
4	65.66222109764925	11	6	1	1	16	0	65.66222109764925	4.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
4	65.66222109764925	12	6	1	2	16	0	65.66222109764925	4.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5	40.66100420806609	1	1	1	1	9	0	40.66100420806609	2.0	0	6.561442776229487E-4	0.0	0.0	1.2	215.1489609834846	0.0	37.987300283433875	0.0	67.59172997073843	0.5620110670325971	37.987300283433875	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5	20.308965402683352	2	1	1	2	9	0	20.308965402683352	1.0	0	0.0	0.0	0.0	1.2	260.5239431791641	0.0	0.0	0.0	22.65558088750486	0.0	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5	81.9711865003326	3	2	1	1	16	0	81.9711865003326	5.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5	81.9711865003326	4	2	1	2	16	0	81.9711865003326	5.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5	81.49256962564834	5	3	1	1	9	0	81.49256962564834	4.0	0	0.0019999117023928002	0.0115381666702978	0.17560764056652411	1.062957626944248	229.02780156517622	0.0	115.78436171747792	3.1594399941144413	110.08399985358386	1.0804821942316085	118.94380171159236	1.0E-4	0.0	0.0	0.0013940514763817191	0.0035125411748207673	0.0	0.0	0.0	
5	61.05568766706942	6	3	1	2	9	0	61.05568766706942	3.0	0	0.0015901107123491008	0.006236337557786865	0.06244261143765162	1.141239282565521	192.31159750576927	0.0	92.05904124126373	0.0	100.25255626450553	0.9182712608182868	92.05904124126373	1.0E-4	0.0	0.0	0.0	0.0013177426030003222	0.0	0.0	0.0	
5	81.9711865003326	7	4	1	1	16	0	81.9711865003326	5.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5	81.9711865003326	8	4	1	2	16	0	81.9711865003326	5.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5	61.05568766706942	9	5	1	1	9	0	61.05568766706942	3.0	0	0.001590231805731571	0.006256884329637138	0.0626483402134044	1.2058365479981028	192.32281847490196	0.0	92.06605191077516	0.0	100.25676656412679	0.9183026250092292	92.06605191077516	1.0E-4	0.0	0.0	0.0	0.0013177426030003222	0.0	0.0	0.0	
5	61.05568766706942	10	5	1	2	9	0	61.05568766706942	3.0	0	0.0015877861921852854	0.005866861150345799	0.058743152976424684	1.1961544052368276	192.09619870796212	0.0	91.92446375809548	0.0	100.17173494986662	0.9176686797338722	91.92446375809548	1.0E-4	0.0	0.0	0.0	0.0013177426030003222	0.0	0.0	0.0	
5	81.9711865003326	11	6	1	1	16	0	81.9711865003326	5.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5	81.9711865003326	12	6	1	2	16	0	81.9711865003326	5.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
6	60.926484833417284	1	1	1	1	9	0	60.926484833417284	3.0	0	0.0015856296933247824	0.0054009293739877996	0.05406578732321973	1.2829122015534797	191.70659288512394	0.0	91.79961382406634	0.0	99.9069790610576	0.9188508619399203	91.79961382406634	1.0E-4	0.0	0.0	0.0	0.0013122885552458974	0.0	0.0	0.0	
6	40.574446028034544	2	1	1	2	9	0	40.574446028034544	2.0	0	6.533966899812992E-4	0.0	0.0	1.2	215.37707636773268	0.0	37.82822941996995	0.0	67.30701296771909	0.5620250810730917	37.82822941996995	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
6	98.2366671256838	3	2	1	1	16	0	98.2366671256838	6.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
6	98.2366671256838	4	2	1	2	16	0	98.2366671256838	6.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
6	101.75805025099953	5	3	1	1	9	0	101.75805025099953	5.0	0	0.00248087740535406	0.014946215305866027	0.3252261306556392	1.034260900693754	272.19210720975263	0.0	143.6297445204982	9.802808777486355	118.75955391176805	1.2919596634050736	153.43255329798455	6.840560005885558E-5	0.0	0.0	0.005047065671533346	0.003940788938105265	3.1594399941144414E-5	0.0	0.0	
6	81.32116829242062	6	3	1	2	9	0	81.32116829242062	4.0	0	0.002023468732482459	0.01218568928586082	0.18442696629503413	1.0343889558514674	230.94762806124714	0.0	117.14818977530024	3.319262537561173	110.48017574838573	1.0903988113416954	120.46745231286141	1.0E-4	0.0	0.0	0.0014027239521965384	0.003627918621301275	0.0	0.0	0.0	
6	98.2366671256838	7	4	1	1	16	0	98.2366671256838	6.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
6	98.2366671256838	8	4	1	2	16	0	98.2366671256838	6.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
6	81.32116829242062	9	5	1	1	9	0	81.32116829242062	4.0	0	0.002036418447150748	0.013259240073493935	0.1953794322609441	1.0467677753970623	232.10258465071297	0.0	117.89791009820121	3.417522082935401	110.78715246957637	1.095031594159363	121.31543218113661	1.0E-4	0.0	0.0	0.0014094517100602388	0.0036340949350280056	0.0	0.0	0.0	
6	81.32116829242062	10	5	1	2	9	0	81.32116829242062	4.0	0	0.0020095663949258815	0.01194082780876846	0.1782763318180856	1.0510456609488072	229.70000905342783	0.0	116.34331760097209	3.230583399866448	110.12610805258932	1.0857906732138172	119.57390100083853	1.0E-4	0.0	0.0	0.0013957270421087742	0.0035152975648975776	0.0	0.0	0.0	
6	98.2366671256838	11	6	1	1	16	0	98.2366671256838	6.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
6	98.2366671256838	12	6	1	2	16	0	98.2366671256838	6.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
7	81.14808664474833	1	1	1	1	9	0	81.14808664474833	4.0	0	0.0019936190057288222	0.012164881989143863	0.1758134319790149	1.0570689919259217	228.07941986827768	0.0	115.4200477000897	3.1244876783934945	109.53488448979449	1.082253712419153	118.54453537848319	1.0E-4	0.0	0.0	0.0013815402053296566	0.0033845297930725398	0.0	0.0	0.0	
7	60.796047839365585	2	1	1	2	9	0	60.796047839365585	3.0	0	0.001590443693188927	0.005910167318498961	0.059149686054582554	1.2051781315408199	191.9613598572156	0.0	92.07831907935895	0.0	99.88304077785664	0.9218613927077405	92.07831907935895	1.0E-4	0.0	0.0	0.0	0.0013067933799625984	0.0	0.0	0.0	
7	114.45826893701484	3	2	1	1	16	0	114.45826893701484	7.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
7	114.45826893701484	4	2	1	2	16	0	114.45826893701484	7.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
7	121.97965206233057	5	3	1	1	9	0	121.97965206233057	6.0	0	0.003063297773388437	0.01761169392116659	0.5014861433063431	1.0242573738541496	324.74309241308083	0.0	177.34881845933057	19.370307692916043	128.02396626083421	1.536580469249436	196.71912615224662	1.971912225136438E-6	0.0	0.0	0.0106135793030262	0.004984385053977207	9.802808777486355E-5	0.0	0.0	
7	101.54277010375166	6	3	1	2	9	0	101.54277010375166	5.0	0	0.002534418094072701	0.016223858450628535	0.34679734977723786	1.0343203363921118	276.8003877075759	0.0	146.72946860420902	10.375679040728654	119.69524006263822	1.312542984689469	157.10514764493766	6.680737462438827E-5	0.0	0.0	0.0051351687870919704	0.004145398950825862	3.319262537561173E-5	0.0	0.0	
7	114.45826893701484	7	4	1	1	16	0	114.45826893701484	7.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
7	114.45826893701484	8	4	1	2	16	0	114.45826893701484	7.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
7	101.54277010375166	9	5	1	1	9	0	101.54277010375166	5.0	0	0.0025665052417934873	0.015859935670572426	0.35410763151579894	0.9870144318339393	279.6727436793851	0.0	148.58714557751767	10.738234245460607	120.34736385640683	1.3238792667953931	159.32537982297828	6.5824779170646E-5	0.0	0.0	0.005192896816879511	0.00439073735108239	3.4175220829354013E-5	0.0	0.0	
7	101.54277010375166	10	5	1	2	9	0	101.54277010375166	5.0	0	0.002502754359862121	0.01497685386110504	0.3281665390203272	0.9973988308935106	273.95885526531293	0.0	144.89630504464913	10.041707860631655	119.02084236003216	1.3017721084228335	154.93801290528077	6.769416600133551E-5	0.0	0.0	0.005077021662145853	0.004103452953860145	3.2305833998664484E-5	0.0	0.0	
7	114.45826893701484	11	6	1	1	16	0	114.45826893701484	7.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
7	114.45826893701484	12	6	1	2	16	0	114.45826893701484	7.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
8	101.32543290091414	1	1	1	1	9	0	101.32543290091414	5.0	0	0.0024856092557638005	0.015364038090068484	0.3295413748424021	1.0756909979733937	272.22841681471806	0.0	143.90369375474637	9.918003321857281	118.40671973811442	1.2990960092199002	153.82169707660364	6.875512321606505E-5	0.0	0.0	0.005049731116741896	0.00407060270165576	3.1244876783934946E-5	0.0	0.0	
8	80.97339409553139	2	1	1	2	9	0	80.97339409553139	4.0	0	0.002018857882246789	0.0125776724124065	0.18499809222448738	1.0041742528748467	230.15354533105025	0.0	116.8812458142878	3.2804152832207634	109.9918842335417	1.0924593385669596	120.16166109750856	1.0E-4	0.0	0.0	0.0013900125632062554	0.003545833879044293	0.0	0.0	0.0	
8	130.63561519318063	3	2	1	1	16	0	130.63561519318063	8.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
8	130.63561519318063	4	2	1	2	16	0	130.63561519318063	8.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
8	142.1569983184964	5	3	1	1	9	0	142.1569983184964	7.0	0	0.003757343254978112	0.022049714754172375	0.7221089554871145	1.0281163299464644	388.15161893952086	0.0	217.53039897241703	32.88291909215867	137.73830087494517	1.8180369328929795	250.41331806457572	-9.370307692916046E-5	0.0	0.0	0.01884884014725685	0.005781844397972717	1.9370307692916046E-4	0.0	0.0	
8	121.72011635991747	6	3	1	2	9	0	121.72011635991747	6.0	0	0.003170878239640875	0.019945223477158686	0.5463632553757232	0.9872673099698941	334.22345024519495	0.0	183.57716124236646	20.8292378421102	129.81705116071828	1.5745728104038814	204.40639908447665	-3.7567904072865333E-6	0.0	0.0	0.010912653990089893	0.005313933391394247	1.0375679040728654E-4	0.0	0.0	
8	130.63561519318063	7	4	1	1	16	0	130.63561519318063	8.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
8	130.63561519318063	8	4	1	2	16	0	130.63561519318063	8.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
8	121.72011635991747	9	5	1	1	9	0	121.72011635991747	6.0	0	0.003189135005551413	0.01936306157727027	0.547848600287218	0.9915614056066332	335.84799378893763	0.0	184.63413190034498	20.964635524873636	130.24922636371898	1.5785027916487366	205.59876742521863	-7.382342454606046E-6	0.0	0.0	0.010916432365775108	0.005279494751903602	1.0738234245460606E-4	0.0	0.0	
8	121.72011635991747	10	5	1	2	9	0	121.72011635991747	6.0	0	0.0031022188236787497	0.01886805656833675	0.5169546365944527	0.9727469333257504	328.04407275225043	0.0	179.60214242350662	19.887629974500385	128.55430035424342	1.5517938478004567	199.489772398007	-4.170786063165577E-7	0.0	0.0	0.010705225169658661	0.004998152174837623	1.0041707860631655E-4	0.0	0.0	
8	130.63561519318063	11	6	1	1	16	0	130.63561519318063	8.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
8	130.63561519318063	12	6	1	2	16	0	130.63561519318063	8.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
9	121.4581641080906	1	1	1	1	9	0	121.4581641080906	6.0	0	0.0030784500786249077	0.018437158017990386	0.513971657279945	1.0223611656655327	325.7124063604159	0.0	178.2260571835473	19.653582096511705	127.83276708035689	1.547957098946861	197.87963928005902	8.199667814271785E-7	0.0	0.0	0.010636501014232635	0.0050266616448367725	9.918003321857281E-5	0.0	0.0	
9	101.10612530270785	2	1	1	2	9	0	101.10612530270785	5.0	0	0.0025257326546758293	0.01554200050449957	0.34046758160524415	0.9776238938383718	275.63575095846477	0.0	146.2266273759691	10.278354529857008	119.13076905263867	1.31372426410404	156.5049819058261	6.719584716779237E-5	0.0	0.0	0.0050911689177155495	0.0042163284255062996	3.280415283220763E-5	0.0	0.0	
9	146.7683464003571	3	2	1	1	16	0	146.7683464003571	9.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
9	146.7683464003571	4	2	1	2	16	0	146.7683464003571	9.0	0	0.0	0.0	0.0	1.2	300.0	0.0	0.0	0.0	0.0	NaN	0.0	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
9	162.28972952567287	5	3	1	1	9	0	162.28972952567287	8.0	0	0.004644594239581671	0.02935636218116678	1.0157660453232156	0.9776073809325359	469.95037744034494	0.0	268.89756123893886	51.733944900505485	149.3188713009006	2.1472939310753447	320.63150613944435	-2.2882919092158675E-4	0.0	0.0	0.030011028051376343	0.007361513719299951	3.2882919092158675E-4	0.0	0.0	
