time(d)	species	LAI	nrShoots	fAbs	assCO2(umol/m2)	biomAbove(gr/m2)	yield(gr/m2)	harvestIndex	leafArea	fieldRFR	Av. leaf width	Max leaf width	
1	9	0.0	10.0	0.0	0.0	2.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
1	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
2	9	0.0	10.0	0.0	0.0	2.7282445110239983	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
2	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
3	9	0.0010767331642576913	10.0	0.0	0.0	2.6431182436947003	0.0	0.0	0.010767331642576913	1.200000000000002	0.008343522455178056	0.008343522455178056	
3	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
4	9	0.0050869015504666215	10.0	2.4931071235529117E-4	668.1655964717463	2.440482797530846	0.0	0.0	0.050869015504666215	1.2299415364126647	0.010554538093467455	0.014341819812269773	
4	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
5	9	0.009131184472829916	10.0	0.0010975749659083327	2471.2772123576874	2.2672556339366414	0.0	0.0	0.09131184472829916	1.1864316660687393	0.011060490349365818	0.015389552595568639	
5	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
6	9	0.014821766225074227	10.0	0.0020960400059406178	4480.57864149347	2.0938575478406487	0.0	0.0	0.14821766225074226	1.1181801589331453	0.010158522613923244	0.01595367549681196	
6	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
7	9	0.020802178883188457	10.0	0.003416161118855758	7220.42377943306	2.0062004008767764	0.0	0.0	0.20802178883188457	1.0433282679747506	0.010603808366568747	0.016540180818707336	
7	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
8	9	0.022955615970954225	10.0	0.005019419198599298	9920.83399705839	2.16367332461758	0.0	0.0	0.22955615970954224	0.9998466408502814	0.009724408658907738	0.017117961656813528	
8	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
9	9	0.025418065257222483	10.0	0.005820818176727521	11141.804906418922	2.343286406033129	0.0	0.0	0.25418065257222483	1.0212362005617686	0.008584919019788742	0.017743591292231693	
9	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
10	9	0.028372398483107998	10.0	0.006970115182127523	13105.612762887313	2.555915496954804	0.0	0.0	0.28372398483107997	1.053067532118068	0.008606642995307898	0.018493797557026733	
10	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
11	9	0.031940622863335995	10.0	0.008332504622517466	15641.357264206448	2.811306022575601	0.0	0.0	0.31940622863335993	1.0596632476968457	0.008061687249418982	0.019336950545217477	
11	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
12	9	0.036283359599318415	10.0	0.010415972994380103	19078.669568092937	3.124882600517564	0.0	0.0	0.36283359599318415	1.0572764470848788	0.008214894070923245	0.020169088361310025	
12	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
13	9	0.041583236409276116	10.0	0.01311087664719351	23555.744732073028	3.5143744678116597	0.0	0.0	0.41583236409276114	1.0644109664746653	0.008535725131894599	0.020931794070730023	
13	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
14	9	0.04812635886577989	10.0	0.016698788145469535	29496.37056327372	4.004777265216261	0.0	0.0	0.48126358865779895	1.0708804060559467	0.008889362725859494	0.021797335323165447	
14	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
15	9	0.056137657013493124	10.0	0.020834625196999426	36724.78497815854	4.617855188274774	0.0	0.0	0.5613765701349313	1.071116585471526	0.009150121342601245	0.02272861991442886	
15	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
16	9	0.06576826282268998	10.0	0.02575800407416366	45001.743563248296	5.371056373897856	0.0	0.0	0.6576826282268998	1.0564225575932253	0.009331724099300805	0.023607765050495375	
16	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
17	9	0.07728257658778871	10.0	0.031403051898044994	54870.84644863714	6.291185339461767	0.0	0.0	0.7728257658778871	1.0430666530789698	0.009942146951248449	0.02448670127812554	
17	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
18	9	0.09085519571133474	10.0	0.03722347146268774	65988.92667131046	7.398885454227046	0.0	0.0	0.9085519571133474	1.0289216753067711	0.010649049484506859	0.02540183417937335	
18	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
