time(d)	species	LAI	nrShoots	fAbs	assCO2(umol/m2)	biomAbove(gr/m2)	yield(gr/m2)	harvestIndex	leafArea	fieldRFR	Av. leaf width	Max leaf width	
1	9	0.0	10.0	0.0	0.0	2.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
1	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
2	9	0.0	10.0	0.0	0.0	2.707594195280062	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
2	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
3	9	0.0023982148197292533	10.0	0.0	0.0	2.524383622602097	0.0	0.0	0.02398214819729253	1.200000000000002	0.011327813069025677	0.011327813069025677	
3	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
4	9	0.0069363250632172675	10.0	6.544476359600362E-4	2133.374673039537	2.3070522257466717	0.0	0.0	0.06936325063217268	1.2145698260674858	0.010888993549989012	0.015002518307928947	
4	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
5	9	0.011549971337755658	10.0	0.0017139102603889631	4940.937507205404	2.1604242328529906	0.0	0.0	0.11549971337755657	1.1638544936118838	0.009543807280820354	0.016187340313313054	
5	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
6	9	0.016721543648643932	10.0	0.0028274410274590194	7614.272170622709	2.0915506390412704	0.0	0.0	0.16721543648643933	1.11265990723859	0.008644491667967904	0.017140062124121423	
6	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
7	9	0.020792443003193047	10.0	0.004087429518820099	10649.66485445482	2.1848072785290897	0.0	0.0	0.20792443003193048	1.0887744938650024	0.008449481346988101	0.017976826604674846	
7	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
8	9	0.023728720558328566	10.0	0.005384906271974505	13080.14484364685	2.398059397059316	0.0	0.0	0.23728720558328567	1.066737066903926	0.007989045685683368	0.018945939692796447	
8	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
9	9	0.027301611822699624	10.0	0.006602812293973988	15707.771283198774	2.6556700708110506	0.0	0.0	0.27301611822699623	1.0723746188466479	0.007694247783660126	0.019898757922883127	
9	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
10	9	0.03181640940237647	10.0	0.008929354237513102	19966.88519506759	2.9857741763985794	0.0	0.0	0.31816409402376467	1.0557012616227357	0.007649496526794592	0.020848987441436918	
10	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
11	9	0.03763672133058074	10.0	0.011965827102033434	26212.849844416276	3.422510443217557	0.0	0.0	0.3763672133058074	1.0603327766994968	0.007914849822784824	0.021854883023336824	
11	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
12	9	0.04512727651261177	10.0	0.01568727224461079	34354.77376401941	3.9982037258821954	0.0	0.0	0.45127276512611775	1.063984934585927	0.00820861766113536	0.022919104964125393	
12	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
13	9	0.054536843838551244	10.0	0.02022106709336562	44136.26967310969	4.7404929608117286	0.0	0.0	0.5453684383855124	1.0482963639735805	0.008619409410296822	0.024014261423372756	
13	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
14	9	0.06593872334925897	10.0	0.025354936330642362	54762.890612932875	5.662985429286109	0.0	0.0	0.6593872334925898	1.0374179710523992	0.009136942868267465	0.025118595244837744	
14	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
15	9	0.07960328917188478	10.0	0.031003670330855607	67214.48365245012	6.796273543891712	0.0	0.0	0.7960328917188478	1.0374496862616847	0.009766998591426561	0.026222110963335227	
15	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
16	9	0.09587141228935195	10.0	0.03761605977885594	81859.50045569966	8.177165129956151	0.0	0.0	0.9587141228935195	1.0371708914323237	0.010394490581344144	0.02735202803331263	
16	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
17	9	0.11508847499334793	10.0	0.04432719003457329	98769.11705256203	9.843460675528647	0.0	0.0	1.1508847499334793	1.0303079276778657	0.010980665078579725	0.02849992583779728	
17	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
18	9	0.13765819405670612	10.0	0.05254635414742371	118328.97205776318	11.839427090124804	0.0	0.0	1.3765819405670612	1.0189890103369152	0.011619123475328228	0.029681637591006713	
18	16	0.0	10.0	0.0	0.0	3.75	0.0	NaN	0.0	1.200000000000002	NaN	-Infinity	
